Epoch,Train Loss,Val Loss,Val Accuracy
1,0.5389319132074132,0.48213320412235616,82.20301418439716
2,0.4523066447399198,0.4380621620557962,82.20301418439716
3,0.4188197097253656,0.4130968518733043,82.20301418439716
4,0.39737045464117804,0.39354562565520346,82.20301418439716
5,0.3818670402415711,0.3800994810400058,82.18085106382979
6,0.37089554452094237,0.36987212002939185,82.20301418439716
7,0.3608337506137161,0.36327977368975684,82.20301418439716
8,0.3539328636632982,0.35527453656030583,82.20301418439716
9,0.3481549286881918,0.3502258000793276,82.20301418439716
10,0.34446092348405455,0.3471676731982359,82.20301418439716
11,0.3395464621784329,0.34171326138499253,82.20301418439716
12,0.3352385230745682,0.338002280218851,82.20301418439716
13,0.33357645256670115,0.3353523039758733,82.20301418439716
14,0.3291944689658031,0.3325894696107256,82.20301418439716
15,0.3277849207023331,0.3306580833957264,82.20301418439716
16,0.3242218186004238,0.3275225941101269,82.20301418439716
17,0.32219680526540356,0.3252878340997799,82.20301418439716
18,0.3207902410091419,0.32352238879533657,82.20301418439716
19,0.3188640749610112,0.3214686607722492,82.20301418439716
20,0.31656544123276464,0.31996179324633406,82.20301418439716
21,0.31524014291855484,0.31833940244355785,82.20301418439716
22,0.31345379722220784,0.31656234561835583,82.20301418439716
23,0.3118717786742545,0.3151595029354698,82.20301418439716
24,0.3103492827231867,0.3136747853512399,82.20301418439716
25,0.3101314810755499,0.3138864045920392,82.20301418439716
26,0.3092926651955582,0.31139495684893903,82.18085106382979
27,0.30658628844936164,0.310055883923109,82.18085106382979
28,0.3052840391610335,0.30866518251654823,82.18085106382979
29,0.30415286832166205,0.30767668559780653,82.20301418439716
30,0.30306924288742937,0.3064590675941235,82.18085106382979
31,0.30197609651960966,0.30521847829978466,82.20301418439716
32,0.30121288461989026,0.30563338381719357,82.20301418439716
33,0.3003856689858258,0.30328435398445136,82.18085106382979
34,0.2989098140905651,0.30229138769764785,82.20301418439716
35,0.29875193531569544,0.30165710186817307,82.22517730496453
36,0.29767939564022455,0.30146864360766445,82.20301418439716
37,0.29613173298370005,0.29924939511175697,82.22517730496453
38,0.29593077031218035,0.2989990649673028,82.22517730496453
39,0.29505099209401764,0.29750495380208264,82.22517730496453
40,0.2940019407870251,0.29675187654728236,82.22517730496453
41,0.2927359548165773,0.2959246109575341,82.20301418439716
42,0.29189587806265416,0.29486846456056026,82.20301418439716
43,0.29103141700883595,0.29532179399254793,82.22517730496453
44,0.2903517994423228,0.29325437530529513,82.20301418439716
45,0.29007677760142525,0.2930560121484416,82.20301418439716
46,0.2888059166894834,0.29175572908644243,82.18085106382979
47,0.28861333883329643,0.29090776401366386,82.15868794326241
48,0.2879207344099663,0.2907909376774441,82.22517730496453
49,0.28821179042214445,0.2943109075638206,82.29166666666666
50,0.28619068651513463,0.2887666682703066,82.22517730496453
